0.8;0.6;0.8;0.8;0.8;0.8;0.8;0.414795625;0.543753066;0.468051397;0
0.8;0.2;0.6;0.6;0.4;0.2;0.6;0.802352712;0.543753066;0.468051397;1
1;0.8;1;0.8;0.8;0.8;1;0.414795625;0.543753066;0.468051397;0
1;1;1;1;0.8;1;1;0.802352712;0.458384291;0.782195685;0
0.8;0.6;0.6;0.6;0.6;1;0.8;0.414795625;0.458384291;0.468051397;0
1;1;1;1;1;1;1;0.414795625;0.543753066;0.468051397;0
0.8;0.6;0.6;1;0.2;0.4;0.6;0.414795625;0.543753066;0.468051397;1
0.6;0.6;0.6;0.2;0.2;0.8;0.6;0.414795625;0.458384291;0.468051397;0
0.6;0.4;0.6;0.4;0.6;0.4;0.6;0.414795625;0.458384291;0.468051397;0
0.8;0.6;0.8;0.6;0.6;0.6;0.8;0.414795625;0.458384291;0.468051397;0
0.8;0.6;0.8;0.6;0.6;1;0.8;0.414795625;0.458384291;0.468051397;0
1;0.8;1;0.8;0.8;0.8;1;0.414795625;0.458384291;0.468051397;0
0.4;0.4;0.2;0.6;0.2;0.4;0.2;0.431260931;0.543753066;0.393262175;0
0.8;1;0.6;0.6;0.8;0.6;0.6;0.414795625;0.458384291;0.468051397;0
0.6;0.6;0.6;0.4;0.6;0.8;0.6;0.802352712;0.543753066;0.782195685;1
0.8;0.6;0.8;0.6;0.6;0.6;0.6;0.414795625;0.458384291;0.468051397;0
0.6;0.6;0.6;0.6;0.4;0.4;0.6;0.414795625;0.458384291;0.468051397;0
0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.469617172;0.543753066;0.478684531;0
0.6;0.2;0.6;0.6;0.4;0.2;0.6;0.802352712;0.543753066;0.782195685;1
0.8;0.4;0.8;0.6;0.4;0.6;0.8;0.414795625;0.458384291;0.468051397;0
0.4;0.4;0.6;0.8;0.2;0.2;0.6;0.802352712;0.543753066;0.468051397;0
0.2;0.6;0.2;0.6;0.6;0.4;0.2;0.431260931;0.458384291;0.782195685;1
0.6;0.4;0.8;0.4;0.4;0.6;0.8;0.414795625;0.458384291;0.393262175;0
0.8;0.6;0.8;0.6;0.6;0.6;0.8;0.414795625;0.543753066;0.468051397;0
0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.469617172;0.458384291;0.478684531;1
0.8;1;1;1;1;1;1;0.414795625;0.543753066;0.468051397;0
0.2;0.4;0.2;0.4;0.4;0.2;0.2;0.431260931;0.458384291;0.393262175;1
1;0.8;1;0.8;0.8;0.8;1;0.414795625;0.458384291;0.468051397;0
0.4;0.4;0.6;0.4;0.4;0.6;0.6;0.414795625;0.458384291;0.468051397;0
0.6;0.4;0.4;0.6;0.4;0.4;0.4;0.414795625;0.543753066;0.468051397;0
0.4;0.4;0.4;0.4;0.4;0.2;0.4;0.802352712;0.543753066;0.468051397;1
0.4;0.4;0.4;0.4;0.4;0.6;0.4;0.414795625;0.458384291;0.468051397;0
0.4;0.6;0.4;0.8;0.4;1;0.4;0.431260931;0.458384291;0.393262175;0
1;0.8;1;0.8;0.8;0.8;1;0.414795625;0.458384291;0.468051397;0
0.6;0.4;0.6;0.6;1;0.8;0.6;0.414795625;0.458384291;0.468051397;0
0.6;0.8;0.8;0.4;0.6;0.4;0.6;0.414795625;0.458384291;0.468051397;0
0.8;0.8;1;0.8;0.2;0.8;1;0.469617172;0.543753066;0.478684531;0
1;0.8;0.8;0.2;1;1;1;0.414795625;0.543753066;0.468051397;0
0.8;1;0.4;0.6;0.4;0.6;0.4;0.431260931;0.458384291;0.393262175;0
0.4;0.8;0.4;1;0.4;0.8;0.4;0.469617172;0.543753066;0.478684531;0
0.8;0.6;0.8;0.6;0.6;0.6;0.8;0.414795625;0.458384291;0.468051397;0
0.4;1;0.2;0.2;0.2;0.2;0.2;0.469617172;0.458384291;0.393262175;0
0.4;0.8;0.4;0.6;0.2;1;0.6;0.431260931;0.458384291;0.468051397;0
0.4;0.4;0.4;0.4;0.2;0.4;0.4;0.414795625;0.458384291;0.468051397;0
0.4;1;0.4;0.4;0.8;1;0.4;0.431260931;0.458384291;0.468051397;0
0.2;0.8;0.2;0.2;0.8;0.2;0.2;0.469617172;0.458384291;0.478684531;0
0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.414795625;0.543753066;0.468051397;0
0.6;0.4;0.6;0.4;0.2;0.4;0.6;0.414795625;0.458384291;0.468051397;0
0.4;0.2;0.8;0.4;0.6;0.8;0.8;0.414795625;0.543753066;0.393262175;0
0.4;0.4;0.4;1;0.2;0.4;0.2;0.469617172;0.543753066;0.468051397;0
0.2;0.2;0.4;0.8;1;0.6;0.4;0.431260931;0.543753066;0.393262175;0
0.6;0.4;0.4;0.4;0.6;1;0.6;0.414795625;0.458384291;0.468051397;0
0.4;0.8;0.4;1;1;0.8;0.4;0.431260931;0.543753066;0.393262175;0
0.8;1;0.8;0.6;0.4;0.6;0.8;0.414795625;0.458384291;0.468051397;0
0.8;0.8;0.8;0.8;0.8;0.6;0.8;0.414795625;0.458384291;0.468051397;0
0.6;0.4;0.6;0.6;0.4;0.6;0.6;0.414795625;0.458384291;0.468051397;0
0.4;0.8;0.4;1;0.8;1;0.4;0.469617172;0.458384291;0.478684531;0
0.2;0.2;0.2;0.4;0.2;0.2;0.2;0.431260931;0.543753066;0.393262175;0
0.6;0.4;0.6;0.4;0.4;0.6;0.6;0.414795625;0.458384291;0.468051397;0
0.4;1;0.4;1;1;1;0.4;0.431260931;0.543753066;0.393262175;0
0.4;0.8;0.4;0.8;0.6;0.4;0.4;0.414795625;0.458384291;0.468051397;0
1;1;1;0.8;0.8;0.8;1;0.414795625;0.458384291;0.468051397;0
0.8;1;1;0.6;0.8;0.6;0.8;0.414795625;0.543753066;0.468051397;0
1;0.8;1;1;1;1;1;0.414795625;0.458384291;0.468051397;0
0.8;0.4;0.8;0.6;0.4;0.8;0.8;0.414795625;0.458384291;0.468051397;1
1;0.8;0.8;0.8;0.8;0.8;1;0.414795625;0.543753066;0.468051397;0
0.2;0.2;0.2;0.2;0.4;0.4;0.2;0.431260931;0.543753066;0.393262175;1
1;0.8;0.8;0.8;0.2;0.8;0.8;0.414795625;0.543753066;0.468051397;0
0.6;1;0.8;1;1;0.8;0.8;0.414795625;0.458384291;0.468051397;1
0.4;1;0.4;1;0.8;1;1;0.431260931;0.543753066;0.393262175;0
0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.431260931;0.458384291;0.393262175;0
0.4;0.8;0.2;0.6;1;0.4;0.2;0.469617172;0.458384291;0.478684531;0
0.8;0.6;0.8;0.6;0.8;0.8;0.8;0.414795625;0.458384291;0.468051397;1
1;0.8;1;0.8;0.8;1;1;0.414795625;0.543753066;0.468051397;0
